id,prof,item,response,latency
P001_L2,29.5,emotional_8,1,370.2870381261880
P001_L2,29.5,emotional_9,0,409.62522641653100
P001_L2,29.5,emotional_10,0,403.177559196628
P001_L2,29.5,emotional_11,0,376.49212848291400
P001_L2,29.5,emotional_12,1,391.964536499664
P001_L2,29.5,emotional_13,1,430.34258558325500
P001_L2,29.5,emotional_14,1,390.0402589502050
P001_L2,29.5,emotional_15,1,350.0382865230160
P001_L2,29.5,emotional_16,0,396.3273429657650
P001_L2,29.5,emotional_17,1,374.73229879852500
P001_L2,29.5,emotional_18,1,381.81670235752800
P001_L2,29.5,emotional_19,0,425.0293537334110
P001_L2,29.5,emotional_20,0,393.15012397206200
P001_L2,29.5,emotional_21,1,333.0892377088410
P001_L2,29.5,emotional_22,1,375.22371850895000
P001_L2,29.5,emotional_23,1,398.6316701073640
P001_L2,29.5,emotional_24,1,425.0435218846430
P001_L2,29.5,emotional_25,1,384.9090290206610
P001_L2,29.5,emotional_26,0,353.03488215657700
P001_L2,29.5,emotional_27,0,427.6037432419120
P001_L2,29.5,emotional_28,0,409.0056979499800
P001_L2,29.5,emotional_29,1,433.1596259279380
P001_L2,29.5,emotional_30,1,421.40573267926700
P001_L2,29.5,emotional_31,1,389.28831572610200
P001_L2,29.5,emotional_32,0,406.2770261424450
P001_L2,29.5,emotional_33,0,413.91217574981900
P001_L2,29.5,emotional_34,0,436.4917334020310
P001_L2,29.5,emotional_35,0,390.0360778319860
P001_L2,29.5,emotional_36,1,375.8846923953630
P001_L2,29.5,emotional_37,0,432.91098713754200
P001_L2,29.5,emotional_38,1,408.6988588315540
P001_L2,29.5,emotional_39,1,411.1883127527850
P001_L2,29.5,emotional_40,0,392.45220722994400
P001_L2,29.5,emotional_41,1,424.47504596563900
P001_L2,29.5,emotional_42,1,441.314205089075
P001_L2,29.5,emotional_43,1,427.863454245114
P001_L2,29.5,emotional_44,1,426.24619853403100
P001_L2,29.5,emotional_45,0,361.2789955402780
P001_L2,29.5,emotional_46,1,426.72085436596800
P001_L2,29.5,emotional_47,1,412.08073875675400
P001_L2,29.5,emotional_48,1,389.2870959632980
P001_L2,29.5,emotional_49,1,425.31683650213500
P001_L2,29.5,emotional_50,0,448.14535987177400
P001_L2,29.5,nonemotional_1,1,390.9423242573470
P001_L2,29.5,nonemotional_2,1,408.7324601890840
P001_L2,29.5,nonemotional_3,0,440.2050267679500
P001_L2,29.5,nonemotional_4,1,395.3202912863050
P001_L2,29.5,nonemotional_5,0,389.05781566483300
P001_L2,29.5,nonemotional_6,1,400.10317482932000
P001_L2,29.5,nonemotional_7,0,430.22271130781100
P001_L2,29.5,nonemotional_8,0,407.3926855396200
P001_L2,29.5,nonemotional_9,0,377.47051667494400
P001_L2,29.5,nonemotional_10,0,373.853928042329
P001_L2,29.5,nonemotional_11,1,383.92376252950700
P001_L2,29.5,nonemotional_12,1,355.26102283148400
P001_L2,29.5,nonemotional_13,0,373.6454290599000
P001_L2,29.5,nonemotional_14,0,402.40196297825000
P001_L2,29.5,nonemotional_15,1,395.5306144165940
P001_L2,29.5,nonemotional_16,1,379.5416254401800
P001_L2,29.5,nonemotional_17,0,372.1784947134970
P001_L2,29.5,nonemotional_18,1,355.247186114219
P001_L2,29.5,nonemotional_19,0,411.7400926717710
P001_L2,29.5,nonemotional_20,0,352.98894612738400
P001_L2,29.5,nonemotional_21,1,435.6890895826770
P001_L2,29.5,nonemotional_22,0,361.81465294124900
P001_L2,29.5,nonemotional_23,1,385.9635829210340
P001_L2,29.5,nonemotional_24,0,379.81925701043500
P001_L2,29.5,nonemotional_25,1,367.8395406041880
P001_L2,29.5,nonemotional_26,0,375.2218736169520
P001_L2,29.5,nonemotional_27,1,415.90329869907200
P001_L2,29.5,nonemotional_28,0,365.98215752731100
P001_L2,29.5,nonemotional_29,1,425.9496609937200
P001_L2,29.5,nonemotional_30,1,411.2212457091300
P001_L2,29.5,nonemotional_31,0,391.04034259361600
P001_L2,29.5,nonemotional_32,0,401.6208797814360
P001_L2,29.5,nonemotional_33,0,371.40967489645200
P001_L2,29.5,nonemotional_34,1,393.7446841411200
P001_L2,29.5,nonemotional_35,1,360.05437436996000
P001_L2,29.5,nonemotional_36,1,416.79377366418500
P001_L2,29.5,nonemotional_37,0,409.85198483787800
P001_L2,29.5,nonemotional_38,0,405.6563443552960
P001_L2,29.5,nonemotional_39,0,377.58998178490400
P001_L2,29.5,nonemotional_40,1,349.88481955685200
P001_L2,29.5,nonemotional_41,1,389.2709055310460
P001_L2,29.5,nonemotional_42,1,392.73253141642200
P001_L2,29.5,nonemotional_43,1,366.1694193005370
P001_L2,29.5,nonemotional_44,0,411.2277308320230
P001_L2,29.5,nonemotional_45,0,346.4334610572910
P001_L2,29.5,nonemotional_46,1,333.4144730057150
P001_L2,29.5,nonemotional_47,1,344.0271776280150
P001_L2,29.5,nonemotional_48,0,427.8312520767170
P001_L2,29.5,nonemotional_49,0,363.45340698827200
P001_L2,29.5,nonemotional_50,1,341.7584402266560
P001_L2,29.5,pseudoword_1,1,422.1438853615710
P001_L2,29.5,pseudoword_2,1,381.62729946921
P001_L2,29.5,pseudoword_3,1,406.95194791982500
P001_L2,29.5,pseudoword_4,0,369.1919595309270
P001_L2,29.5,pseudoword_5,1,388.36540348336300
P001_L2,29.5,pseudoword_6,0,401.1785257136080
P001_L2,29.5,pseudoword_7,0,394.7798017200030
P001_L2,29.5,pseudoword_8,1,367.7975232727360
P001_L2,29.5,pseudoword_9,0,351.4358671794080
P001_L2,29.5,pseudoword_10,0,366.3158960386630
P001_L2,29.5,pseudoword_11,1,394.87683473828800
P001_L2,29.5,pseudoword_12,0,397.94226471817700
P001_L2,29.5,pseudoword_13,0,411.6678411261610
P001_L2,29.5,pseudoword_14,1,385.9114775824130
P001_L2,29.5,pseudoword_15,1,372.0685733603330
P001_L2,29.5,pseudoword_16,0,386.8601984375560
P001_L2,29.5,pseudoword_17,0,380.737906310325
P001_L2,29.5,pseudoword_18,0,408.109932226349
P001_L2,29.5,pseudoword_19,0,390.91933358721500
P001_L2,29.5,pseudoword_20,0,389.4625803273310
P001_L2,29.5,pseudoword_21,1,374.0832477128030
P001_L2,29.5,pseudoword_22,0,394.87129684983700
P001_L2,29.5,pseudoword_23,1,398.83924907306500
P001_L2,29.5,pseudoword_24,1,367.59067123379000
P001_L2,29.5,pseudoword_25,1,391.77342536620200
P001_L2,29.5,pseudoword_26,1,374.8724856555910
P001_L2,29.5,pseudoword_27,1,433.1628567022600
P001_L2,29.5,pseudoword_28,1,361.63770737815300
P001_L2,29.5,pseudoword_29,0,390.49810638989500
P001_L2,29.5,pseudoword_30,1,392.3952079657670
P001_L2,29.5,pseudoword_31,1,381.43945002570900
P001_L2,29.5,pseudoword_32,1,376.04494502847
P001_L2,29.5,pseudoword_33,1,406.1340354818020
P001_L2,29.5,pseudoword_34,1,383.5063781837750
P001_L2,29.5,pseudoword_35,1,397.8336748733300
P001_L2,29.5,pseudoword_36,1,426.3977649578400
P001_L2,29.5,pseudoword_37,1,385.48349452343900
P001_L2,29.5,pseudoword_38,1,412.9503772449890
P001_L2,29.5,pseudoword_39,0,393.91054117053500
P001_L2,29.5,pseudoword_40,0,409.49311539326400
P001_L2,29.5,pseudoword_41,1,390.5943605923720
P001_L2,29.5,pseudoword_42,0,430.0877452430640
P001_L2,29.5,pseudoword_43,1,413.21485104967000
P001_L2,29.5,pseudoword_44,1,422.57321654448400
P001_L2,29.5,pseudoword_45,1,395.4397149161410
P001_L2,29.5,pseudoword_46,1,389.7034586160920
P001_L2,29.5,pseudoword_47,0,373.6233531804210
P001_L2,29.5,pseudoword_48,1,416.870260683601
P001_L2,29.5,pseudoword_49,0,398.2369553252150
P001_L2,29.5,pseudoword_50,0,402.8380095630350
P002_L1,28.8,emotional_1,1,271.3783901132610
P002_L1,28.8,emotional_2,1,301.0055271406640
P002_L1,28.8,emotional_3,1,331.11892558584800
P002_L1,28.8,emotional_4,1,342.23227798862500
P002_L1,28.8,emotional_5,1,310.49444424716300
P002_L1,28.8,emotional_6,1,280.1343316201660
P002_L1,28.8,emotional_7,1,302.52860301273200
P002_L1,28.8,emotional_8,1,286.13327888364800
P002_L1,28.8,emotional_9,1,265.15434695254200
P002_L1,28.8,emotional_10,1,275.3048356914560
P002_L1,28.8,emotional_11,1,342.1141101450570
P002_L1,28.8,emotional_12,1,309.37179871708600
P002_L1,28.8,emotional_13,1,294.367256418493
P002_L1,28.8,emotional_14,1,283.7232054340060
P002_L1,28.8,emotional_15,1,277.3894882342720
P002_L1,28.8,emotional_16,1,290.94184981886900
P002_L1,28.8,emotional_17,1,290.9364888538140
P002_L1,28.8,emotional_18,1,267.20207360674100
P002_L1,28.8,emotional_19,1,312.00156101849500
P002_L1,28.8,emotional_20,1,307.9611313648150
P002_L1,28.8,emotional_21,1,327.4365105998040
P002_L1,28.8,emotional_22,1,334.328041128184
P002_L1,28.8,emotional_23,1,268.09786380626200
P002_L1,28.8,emotional_24,1,297.3467841233580
P002_L1,28.8,emotional_25,0,256.05388963713900
P002_L1,28.8,emotional_26,1,305.29175612039600
P002_L1,28.8,emotional_27,1,315.16309720643800
P002_L1,28.8,emotional_28,1,301.5956996690790
P002_L1,28.8,emotional_29,1,322.61888751045000
P002_L1,28.8,emotional_30,1,268.86253651881600
P002_L1,28.8,emotional_31,1,257.4527348502710
P002_L1,28.8,emotional_32,1,333.32880606094300
P002_L1,28.8,emotional_33,0,319.957273225287
P002_L1,28.8,emotional_34,1,308.93206647703200
P002_L1,28.8,emotional_35,1,283.8173057980500
P002_L1,28.8,emotional_36,1,350.8296820968710
P002_L1,28.8,emotional_37,1,251.05970885572700
P002_L1,28.8,emotional_38,1,300.85747770019100
P002_L1,28.8,emotional_39,1,322.59643664267800
P002_L1,28.8,emotional_40,1,302.7996933379280
P002_L1,28.8,emotional_41,1,278.1082500561960
P002_L1,28.8,emotional_42,1,298.5911678263970
P002_L1,28.8,emotional_43,1,270.0716260614690
P002_L1,28.8,emotional_44,1,264.2642193643350
P002_L1,28.8,emotional_45,1,358.9555731036240
P002_L1,28.8,emotional_46,0,291.02582238085100
P002_L1,28.8,emotional_47,0,295.9076815742580
P002_L1,28.8,emotional_48,1,278.17272631539500
P002_L1,28.8,emotional_49,1,239.33805062237800
P002_L1,28.8,emotional_50,0,312.7214375602560
P002_L1,28.8,nonemotional_1,1,330.50453290799900
P002_L1,28.8,nonemotional_2,1,323.7179462347180
P002_L1,28.8,nonemotional_3,1,339.52544635288600
P002_L1,28.8,nonemotional_4,1,305.7606027991990
P002_L1,28.8,nonemotional_5,1,278.13840545087500
P002_L1,28.8,nonemotional_6,1,252.54470140540000
P002_L1,28.8,nonemotional_7,1,317.2981732565920
P002_L1,28.8,nonemotional_8,1,305.4090819345520
P002_L1,28.8,nonemotional_9,1,313.7614212661000
P002_L1,28.8,nonemotional_10,1,323.8776174899000
P002_L1,28.8,nonemotional_11,1,293.8383160122360
P002_L1,28.8,nonemotional_12,1,310.75380368337200
P002_L1,28.8,nonemotional_13,1,274.73327133461800
P002_L1,28.8,nonemotional_14,1,296.05587042639600
P002_L1,28.8,nonemotional_15,1,332.2889394441270
P002_L1,28.8,nonemotional_16,1,323.45971881315800
P002_L1,28.8,nonemotional_17,1,273.410673653548
P002_L1,28.8,nonemotional_18,1,347.4446004954550
P002_L1,28.8,nonemotional_19,1,352.9173425267330
P002_L1,28.8,nonemotional_20,0,294.95047849357900
P002_L1,28.8,nonemotional_21,1,294.19013584376100
P002_L1,28.8,nonemotional_22,1,263.26546850105400
P002_L1,28.8,nonemotional_23,1,309.3158911261460
P002_L1,28.8,nonemotional_24,0,276.62793176201100
P002_L1,28.8,nonemotional_25,1,305.59445884295400
P002_L1,28.8,nonemotional_26,0,318.1898372788970
P002_L1,28.8,nonemotional_27,1,303.8766361637670
P002_L1,28.8,nonemotional_28,1,258.5912375324970
P002_L1,28.8,nonemotional_29,1,340.029956683309
P002_L1,28.8,nonemotional_30,1,314.13032695209800
P002_L1,28.8,nonemotional_31,1,325.67811303663500
P002_L1,28.8,nonemotional_32,1,292.0302629262360
P002_L1,28.8,nonemotional_33,1,301.3238053759460
P002_L1,28.8,nonemotional_34,1,328.55999210343100
P002_L1,28.8,nonemotional_35,0,278.703135466999
P002_L1,28.8,nonemotional_36,1,293.30507944807300
P002_L1,28.8,nonemotional_37,1,271.9886561063370
P002_L1,28.8,nonemotional_38,1,313.33779311222100
P002_L1,28.8,nonemotional_39,1,345.9539672370660
P002_L1,28.8,nonemotional_40,0,249.16203631195200
P002_L1,28.8,nonemotional_41,1,321.791655188304
P002_L1,28.8,nonemotional_42,1,279.759051369837
P002_L1,28.8,nonemotional_43,0,320.0223185562420
P002_L1,28.8,nonemotional_44,1,282.01943476171400
P002_L1,28.8,nonemotional_45,0,302.64635523573200
P002_L1,28.8,nonemotional_46,1,281.66936669992600
P002_L1,28.8,nonemotional_47,1,326.50903214962000
P002_L1,28.8,nonemotional_48,1,300.58741665128000
P002_L1,28.8,nonemotional_49,1,297.41838961380000
P002_L1,28.8,nonemotional_50,1,261.2907853745420
P002_L1,28.8,pseudoword_1,1,309.8192243600710
P002_L1,28.8,pseudoword_2,1,330.720670760447
P002_L1,28.8,pseudoword_3,1,244.15655989558500
P002_L1,28.8,pseudoword_4,1,283.7636424777780
P002_L1,28.8,pseudoword_5,1,324.53631449445200
P002_L1,28.8,pseudoword_6,1,288.5676244235000
P002_L1,28.8,pseudoword_7,1,295.0936539654900
P002_L1,28.8,pseudoword_8,1,283.4654674840370
P002_L1,28.8,pseudoword_9,1,272.90135536654100
P002_L1,28.8,pseudoword_10,1,283.9730107650550
P002_L1,28.8,pseudoword_11,1,287.4405993123980
P002_L1,28.8,pseudoword_12,1,269.159969054075
P002_L1,28.8,pseudoword_13,1,312.39843882771400
P002_L1,28.8,pseudoword_14,1,315.8198693525910
P002_L1,28.8,pseudoword_15,1,270.26837142439600
P002_L1,28.8,pseudoword_16,0,328.3690067878570
P002_L1,28.8,pseudoword_17,1,292.9080077033140
P002_L1,28.8,pseudoword_18,1,274.8547795640850
P002_L1,28.8,pseudoword_19,0,311.545416287622
P002_L1,28.8,pseudoword_20,1,269.87767339050800
P002_L1,28.8,pseudoword_21,1,289.0277313495520
P002_L1,28.8,pseudoword_22,1,314.5689213356090
P002_L1,28.8,pseudoword_23,1,276.19915933088600
P002_L1,28.8,pseudoword_24,1,286.75447267736900
P002_L1,28.8,pseudoword_25,1,290.33516021163000
P002_L1,28.8,pseudoword_26,1,325.07601985216800
P002_L1,28.8,pseudoword_27,1,307.5260540903880
P002_L1,28.8,pseudoword_28,1,282.53001874872300
P002_L1,28.8,pseudoword_29,1,287.6744558369490
P002_L1,28.8,pseudoword_30,1,326.3915527629860
P002_L1,28.8,pseudoword_31,1,305.5138275544880
P002_L1,28.8,pseudoword_32,1,313.70141611955500
P002_L1,28.8,pseudoword_33,1,259.05885995436200
P002_L1,28.8,pseudoword_34,1,313.5257810172790
P002_L1,28.8,pseudoword_35,1,317.12105123436400
P002_L1,28.8,pseudoword_36,1,315.6897881835690
P002_L1,28.8,pseudoword_37,1,313.99449482232600
P002_L1,28.8,pseudoword_38,1,312.0022921043370
P002_L1,28.8,pseudoword_39,1,336.1056435947450
P002_L1,28.8,pseudoword_40,1,358.778362104588
P002_L1,28.8,pseudoword_41,1,321.3710342473110
P002_L1,28.8,pseudoword_42,1,276.048760289652
P002_L1,28.8,pseudoword_43,1,323.0788523495240
P002_L1,28.8,pseudoword_44,1,315.6930379754610
P002_L1,28.8,pseudoword_45,1,301.3495799794650
P002_L1,28.8,pseudoword_46,1,317.16028423907300
P002_L1,28.8,pseudoword_47,1,307.59436782105900
P002_L1,28.8,pseudoword_48,1,331.25339943354200
P002_L1,28.8,pseudoword_49,1,289.5342909272550
P002_L1,28.8,pseudoword_50,0,252.00928810548100
P002_L2,28.8,emotional_1,0,413.0175719406840
P002_L2,28.8,emotional_2,1,367.01994415005800
P002_L2,28.8,emotional_3,0,405.71251150838300
P002_L2,28.8,emotional_4,1,394.7913622271370
P002_L2,28.8,emotional_5,1,392.82813380973900
P002_L2,28.8,emotional_6,1,453.6977788081060
P002_L2,28.8,emotional_7,1,420.4591341932650
P002_L2,28.8,emotional_8,1,417.4919210944190
P002_L2,28.8,emotional_9,0,406.250386834932
P002_L2,28.8,emotional_10,1,397.0873956715170
P002_L2,28.8,emotional_11,1,383.97834536509300
P002_L2,28.8,emotional_12,1,350.4880659499360
P002_L2,28.8,emotional_13,0,432.10555201562400
P002_L2,28.8,emotional_14,1,414.1916165450580
P002_L2,28.8,emotional_15,0,394.19094155882200
P002_L2,28.8,emotional_16,0,406.2717762527610
P002_L2,28.8,emotional_17,1,429.27260330519800
P002_L2,28.8,emotional_18,1,459.7507436514310
P002_L2,28.8,emotional_19,0,450.4941727494230
P002_L2,28.8,emotional_20,1,340.9963725477900
P002_L2,28.8,emotional_21,1,350.1722195067190
P002_L2,28.8,emotional_22,1,388.2218184115250
P002_L2,28.8,emotional_23,0,433.9157474732480
P002_L2,28.8,emotional_24,0,397.1114728921830
P002_L2,28.8,emotional_25,1,399.32141735376900
P002_L2,28.8,emotional_26,1,371.6664177978650
P002_L2,28.8,emotional_27,1,403.8941060760000
P002_L2,28.8,emotional_28,1,408.63507979416800
P002_L2,28.8,emotional_29,1,420.9573258932960
P002_L2,28.8,emotional_30,0,424.9589454329200
P002_L2,28.8,emotional_31,1,434.1136698883410
P002_L2,28.8,emotional_32,1,383.5703390653160
P002_L2,28.8,emotional_33,0,371.73730426671600
P002_L2,28.8,emotional_34,0,413.60696154849300
P002_L2,28.8,emotional_35,1,452.3565497635980
P002_L2,28.8,emotional_36,1,384.1640694961690
P002_L2,28.8,emotional_37,1,368.1035739211670
P002_L2,28.8,emotional_38,1,359.7152313805530
P002_L2,28.8,emotional_39,0,421.26234285523100
P002_L2,28.8,emotional_40,0,411.53722897360300
P002_L2,28.8,emotional_41,1,421.030090691926
P002_L2,28.8,emotional_42,0,382.50880584384800
P002_L2,28.8,emotional_43,0,369.3525615042370
P002_L2,28.8,emotional_44,1,426.2601633480770
P002_L2,28.8,emotional_45,1,440.00045991915900
P002_L2,28.8,emotional_46,0,422.0634538415840
P002_L2,28.8,emotional_47,1,383.0112585102110
P002_L2,28.8,emotional_48,1,393.17975749844700
P002_L2,28.8,emotional_49,1,390.6874901237850
P002_L2,28.8,emotional_50,0,439.19720378614000
P002_L2,28.8,nonemotional_1,0,392.99428956896600
P002_L2,28.8,nonemotional_2,1,430.4138505187580
P002_L2,28.8,nonemotional_3,0,414.17128525509600
P002_L2,28.8,nonemotional_4,1,385.27299721946500
P002_L2,28.8,nonemotional_5,1,383.1283012454760
P002_L2,28.8,nonemotional_6,0,419.6099944822590
P002_L2,28.8,nonemotional_7,1,377.9794980837910
P002_L2,28.8,nonemotional_8,0,401.7472773796770
P002_L2,28.8,nonemotional_9,0,446.42514233498400
P002_L2,28.8,nonemotional_10,0,393.73406010129400
P002_L2,28.8,nonemotional_11,0,398.5940557178350
P002_L2,28.8,nonemotional_12,1,380.1716230299910
P002_L2,28.8,nonemotional_13,0,389.3366626442430
P002_L2,28.8,nonemotional_14,1,462.54687694395200
