"id","language","word_type","item","accuracy","latency"
"P002","L1","nonemotional","nonemotional_10",1,323.8776174899
"P002","L1","nonemotional","nonemotional_11",1,293.838316012236
"P002","L1","nonemotional","nonemotional_12",1,310.753803683372
"P002","L1","nonemotional","nonemotional_13",1,274.733271334618
"P002","L1","nonemotional","nonemotional_14",1,296.055870426396
"P002","L1","nonemotional","nonemotional_15",1,332.288939444127
"P002","L1","nonemotional","nonemotional_16",1,323.459718813158
"P002","L1","nonemotional","nonemotional_17",1,273.410673653548
"P002","L1","nonemotional","nonemotional_18",1,347.444600495455
"P002","L1","nonemotional","nonemotional_19",1,352.917342526733
"P002","L1","nonemotional","nonemotional_20",0,294.950478493579
"P002","L1","nonemotional","nonemotional_21",1,294.190135843761
"P002","L1","nonemotional","nonemotional_22",1,263.265468501054
"P002","L1","nonemotional","nonemotional_23",1,309.315891126146
"P002","L1","nonemotional","nonemotional_24",0,276.627931762011
"P002","L1","nonemotional","nonemotional_25",1,305.594458842954
"P002","L1","nonemotional","nonemotional_26",0,318.189837278897
"P002","L1","nonemotional","nonemotional_27",1,303.876636163767
"P002","L1","nonemotional","nonemotional_28",1,258.591237532497
"P002","L1","nonemotional","nonemotional_29",1,340.029956683309
"P002","L1","nonemotional","nonemotional_30",1,314.130326952098
"P002","L1","nonemotional","nonemotional_31",1,325.678113036635
"P002","L1","nonemotional","nonemotional_32",1,292.030262926236
"P002","L1","nonemotional","nonemotional_33",1,301.323805375946
"P002","L1","nonemotional","nonemotional_34",1,328.559992103431
"P002","L1","nonemotional","nonemotional_35",0,278.703135466999
"P002","L1","nonemotional","nonemotional_36",1,293.305079448073
"P002","L1","nonemotional","nonemotional_37",1,271.988656106337
"P002","L1","nonemotional","nonemotional_38",1,313.337793112221
"P002","L1","nonemotional","nonemotional_39",1,345.953967237066
"P002","L1","nonemotional","nonemotional_40",0,249.162036311952
"P002","L1","nonemotional","nonemotional_41",1,321.791655188304
"P002","L1","nonemotional","nonemotional_42",1,279.759051369837
"P002","L1","nonemotional","nonemotional_43",0,320.022318556242
"P002","L1","nonemotional","nonemotional_44",1,282.019434761714
"P002","L1","nonemotional","nonemotional_45",0,302.646355235732
"P002","L1","nonemotional","nonemotional_46",1,281.669366699926
"P002","L1","nonemotional","nonemotional_47",1,326.50903214962
"P002","L1","nonemotional","nonemotional_48",1,300.58741665128
"P002","L1","nonemotional","nonemotional_49",1,297.4183896138
"P002","L1","nonemotional","nonemotional_50",1,261.290785374542
"P002","L2","emotional","emotional_1",0,413.017571940684
"P002","L2","emotional","emotional_2",1,367.019944150058
"P002","L2","emotional","emotional_3",0,405.712511508383
"P002","L2","emotional","emotional_4",1,394.791362227137
"P002","L2","emotional","emotional_5",1,392.828133809739
"P002","L2","emotional","emotional_6",1,453.697778808106
"P002","L2","emotional","emotional_7",1,420.459134193265
"P002","L2","emotional","emotional_8",1,417.491921094419
"P002","L2","emotional","emotional_9",0,406.250386834932
"P002","L2","emotional","emotional_10",1,397.087395671517
"P002","L2","emotional","emotional_11",1,383.978345365093
"P002","L2","emotional","emotional_12",1,350.488065949936
"P002","L2","emotional","emotional_13",0,432.105552015624
"P002","L2","emotional","emotional_14",1,414.191616545058
"P002","L2","emotional","emotional_15",0,394.190941558822
"P002","L2","emotional","emotional_16",0,406.271776252761
"P002","L2","emotional","emotional_17",1,429.272603305198
"P002","L2","emotional","emotional_18",1,459.750743651431
"P002","L2","emotional","emotional_19",0,450.494172749423
"P002","L2","emotional","emotional_20",1,340.99637254779
"P002","L2","emotional","emotional_21",1,350.172219506719
"P002","L2","emotional","emotional_22",1,388.221818411525
"P002","L2","emotional","emotional_23",0,433.915747473248
"P002","L2","emotional","emotional_24",0,397.111472892183
"P002","L2","emotional","emotional_25",1,399.321417353769
"P002","L2","emotional","emotional_26",1,371.666417797865
"P002","L2","emotional","emotional_27",1,403.894106076
"P002","L2","emotional","emotional_28",1,408.635079794168
"P002","L2","emotional","emotional_29",1,420.957325893296
"P002","L2","emotional","emotional_30",0,424.95894543292
"P002","L2","emotional","emotional_31",1,434.113669888341
"P002","L2","emotional","emotional_32",1,383.570339065316
"P002","L2","emotional","emotional_33",0,371.737304266716
"P002","L2","emotional","emotional_34",0,413.606961548493
"P002","L2","emotional","emotional_35",1,452.356549763598
"P002","L2","emotional","emotional_36",1,384.164069496169
"P002","L2","emotional","emotional_37",1,368.103573921167
"P002","L2","emotional","emotional_38",1,359.715231380553
"P002","L2","emotional","emotional_39",0,421.262342855231
"P002","L2","emotional","emotional_40",0,411.537228973603
"P002","L2","emotional","emotional_41",1,421.030090691926
"P002","L2","emotional","emotional_42",0,382.508805843848
"P002","L2","emotional","emotional_43",0,369.352561504237
"P002","L2","emotional","emotional_44",1,426.260163348077
"P002","L2","emotional","emotional_45",1,440.000459919159
"P002","L2","emotional","emotional_46",0,422.063453841584
"P002","L2","emotional","emotional_47",1,383.011258510211
"P002","L2","emotional","emotional_48",1,393.179757498447
"P002","L2","emotional","emotional_49",1,390.687490123785
"P002","L2","emotional","emotional_50",0,439.19720378614
"P002","L2","nonemotional","nonemotional_1",0,392.994289568966
"P002","L2","nonemotional","nonemotional_2",1,430.413850518758
"P002","L2","nonemotional","nonemotional_3",0,414.171285255096
"P002","L2","nonemotional","nonemotional_4",1,385.272997219465
"P002","L2","nonemotional","nonemotional_5",1,383.128301245476
"P002","L2","nonemotional","nonemotional_6",0,419.609994482259
"P002","L2","nonemotional","nonemotional_7",1,377.979498083791
"P002","L2","nonemotional","nonemotional_8",0,401.747277379677
"P002","L2","nonemotional","nonemotional_9",0,446.425142334984
"P002","L2","nonemotional","nonemotional_10",0,393.734060101294
"P002","L2","nonemotional","nonemotional_11",0,398.594055717835
"P002","L2","nonemotional","nonemotional_12",1,380.171623029991
"P002","L2","nonemotional","nonemotional_13",0,389.336662644243
"P002","L2","nonemotional","nonemotional_14",1,462.546876943952
"P002","L2","nonemotional","nonemotional_15",1,386.118275953858
"P002","L2","nonemotional","nonemotional_16",1,336.685459671565
"P002","L2","nonemotional","nonemotional_17",0,364.152859927135
"P002","L2","nonemotional","nonemotional_18",1,373.975886295104
"P002","L2","nonemotional","nonemotional_19",0,426.545236025536
"P002","L2","nonemotional","nonemotional_20",0,371.197837326945
"P002","L2","nonemotional","nonemotional_21",1,337.373434164092
"P002","L2","nonemotional","nonemotional_22",1,422.809049118592
"P002","L2","nonemotional","nonemotional_23",1,363.078598593084
"P002","L2","nonemotional","nonemotional_24",1,381.360748238714
"P002","L2","nonemotional","nonemotional_25",1,383.836663421073
"P002","L2","nonemotional","nonemotional_26",0,378.903900417899
"P002","L2","nonemotional","nonemotional_27",0,405.792058550501
"P002","L2","nonemotional","nonemotional_28",0,440.4678620604
"P002","L2","nonemotional","nonemotional_29",1,377.532419015039
"P002","L2","nonemotional","nonemotional_30",0,378.139224279494
"P002","L2","nonemotional","nonemotional_31",1,417.696282476021
"P002","L2","nonemotional","nonemotional_32",1,382.865422124746
"P002","L2","nonemotional","nonemotional_33",0,392.617965113855
"P002","L2","nonemotional","nonemotional_34",0,379.427941154807
"P002","L2","nonemotional","nonemotional_35",1,398.115779963318
"P002","L2","nonemotional","nonemotional_36",0,390.75356893424
"P002","L2","nonemotional","nonemotional_37",1,407.290394523564
"P002","L2","nonemotional","nonemotional_38",1,409.176173421888
"P002","L2","nonemotional","nonemotional_39",1,356.444303214081
"P002","L2","nonemotional","nonemotional_40",0,382.56752814907
"P002","L2","nonemotional","nonemotional_41",0,366.861412675863
"P002","L2","nonemotional","nonemotional_42",1,429.535647004
"P002","L2","nonemotional","nonemotional_43",1,431.185257982707
"P002","L2","nonemotional","nonemotional_44",1,425.340983893471
"P002","L2","nonemotional","nonemotional_45",0,361.267082646237
"P002","L2","nonemotional","nonemotional_46",1,403.40970109415
"P002","L2","nonemotional","nonemotional_47",1,344.193708016191
"P002","L2","nonemotional","nonemotional_48",0,372.150490547782
"P002","L2","nonemotional","nonemotional_49",0,395.827950384628
"P002","L2","nonemotional","nonemotional_50",0,408.823915728407
"P003","L1","emotional","emotional_1",1,272.45889723617
"P003","L1","emotional","emotional_2",1,336.098675181359
"P003","L1","emotional","emotional_3",1,325.582542577925
"P003","L1","emotional","emotional_4",1,338.305305863432
"P003","L1","emotional","emotional_5",1,300.583376575581
"P003","L1","emotional","emotional_6",1,274.525860822129
"P003","L1","emotional","emotional_7",1,304.53348026935
"P003","L1","emotional","emotional_8",1,285.276132528849
"P003","L1","emotional","emotional_9",1,329.972752786942
"P003","L1","emotional","emotional_10",1,290.941633542317
"P003","L1","emotional","emotional_11",1,300.666397234236
"P003","L1","emotional","emotional_12",1,272.875503884329
"P003","L1","emotional","emotional_13",1,279.525558457103
"P003","L1","emotional","emotional_14",1,332.859409711266
"P003","L1","emotional","emotional_15",1,313.547536820967
"P003","L1","emotional","emotional_16",1,280.346293393905
"P003","L1","emotional","emotional_17",1,333.484654040366
"P003","L1","emotional","emotional_18",1,347.68508678608
"P003","L1","emotional","emotional_19",1,255.576386817218
"P003","L1","emotional","emotional_20",0,242.684803721207
"P003","L1","emotional","emotional_21",1,258.55437434121
"P003","L1","emotional","emotional_22",1,300.595117160313
"P003","L1","emotional","emotional_23",1,303.430142328896
"P003","L1","emotional","emotional_24",1,315.534578877077
"P003","L1","emotional","emotional_25",1,312.866854934488
"P003","L1","emotional","emotional_26",1,304.201407668748
"P003","L1","emotional","emotional_27",1,311.430200887957
"P003","L1","emotional","emotional_28",1,300.253406546762
"P003","L1","emotional","emotional_29",1,303.045305082808
"P003","L1","emotional","emotional_30",1,309.406166104866
"P003","L1","emotional","emotional_31",1,295.954515763682
"P003","L1","emotional","emotional_32",1,324.244209143546
"P003","L1","emotional","emotional_33",1,288.970522198057
"P003","L1","emotional","emotional_34",1,304.585312092302
"P003","L1","emotional","emotional_35",1,253.983874393234
"P003","L1","emotional","emotional_36",1,297.477748954402
"P003","L1","emotional","emotional_37",1,278.280843104227
"P003","L1","emotional","emotional_38",1,290.625464114339
"P003","L1","emotional","emotional_39",1,290.269434395024
"P003","L1","emotional","emotional_40",1,283.548068116165
"P003","L1","emotional","emotional_41",1,302.337903076143
"P003","L1","emotional","emotional_42",1,324.394852237891
"P003","L1","emotional","emotional_43",1,319.922811464201
"P003","L1","emotional","emotional_44",1,308.59234294187
"P003","L1","emotional","emotional_45",1,333.99389667889
"P003","L1","emotional","emotional_46",1,350.033386206127
"P003","L1","emotional","emotional_47",1,323.931556427293
"P003","L1","emotional","emotional_48",1,276.994084744717
"P003","L1","emotional","emotional_49",1,279.678261664094
"P003","L1","emotional","emotional_50",1,326.398908970964
"P003","L1","nonemotional","nonemotional_1",1,289.197038937671
"P003","L1","nonemotional","nonemotional_2",1,289.905483550325
"P003","L1","nonemotional","nonemotional_3",1,316.839281704
"P003","L1","nonemotional","nonemotional_4",1,264.090255026534
"P003","L1","nonemotional","nonemotional_5",1,300.669268145745
"P003","L1","nonemotional","nonemotional_6",1,328.650739070374
"P003","L1","nonemotional","nonemotional_7",1,320.787947797489
"P003","L1","nonemotional","nonemotional_8",1,287.700250745416
"P003","L1","nonemotional","nonemotional_9",1,307.348055301716
"P003","L1","nonemotional","nonemotional_10",1,343.094843787694
"P003","L1","nonemotional","nonemotional_11",1,303.352807212859
"P003","L1","nonemotional","nonemotional_12",1,312.151004383408
"P003","L1","nonemotional","nonemotional_13",1,290.54988796444
"P003","L1","nonemotional","nonemotional_14",1,306.704869207736
"P003","L1","nonemotional","nonemotional_15",1,275.186374787618
"P003","L1","nonemotional","nonemotional_16",1,254.112504632949
"P003","L1","nonemotional","nonemotional_17",1,304.184219485768
"P003","L1","nonemotional","nonemotional_18",1,262.832950486969
"P003","L1","nonemotional","nonemotional_19",1,289.764335513641
"P003","L1","nonemotional","nonemotional_20",1,276.885453655898
"P003","L1","nonemotional","nonemotional_21",1,345.375103444775
"P003","L1","nonemotional","nonemotional_22",1,307.880592364911
"P003","L1","nonemotional","nonemotional_23",1,323.938311161824
"P003","L1","nonemotional","nonemotional_24",0,290.912310197314
"P003","L1","nonemotional","nonemotional_25",1,294.439270313553
"P003","L1","nonemotional","nonemotional_26",1,305.188555578546
"P003","L1","nonemotional","nonemotional_27",1,326.149506483113
"P003","L1","nonemotional","nonemotional_28",1,330.572667705379
"P003","L1","nonemotional","nonemotional_29",1,303.167426690114
"P003","L1","nonemotional","nonemotional_30",1,285.559354865396
"P003","L1","nonemotional","nonemotional_31",1,306.403671677272
"P003","L1","nonemotional","nonemotional_32",1,239.73633226619
"P003","L1","nonemotional","nonemotional_33",1,290.607451362028
"P003","L1","nonemotional","nonemotional_34",0,277.612842881567
"P003","L1","nonemotional","nonemotional_35",1,303.590060927344
"P003","L1","nonemotional","nonemotional_36",1,271.592941398291
"P003","L1","nonemotional","nonemotional_37",1,318.38413062882
"P003","L1","nonemotional","nonemotional_38",0,290.538504384667
"P003","L1","nonemotional","nonemotional_39",1,283.887063072895
"P003","L1","nonemotional","nonemotional_40",1,274.634939435513
"P003","L1","nonemotional","nonemotional_41",1,308.686138220039
"P003","L1","nonemotional","nonemotional_42",1,256.988622572669
"P003","L1","nonemotional","nonemotional_43",1,298.780461920452
"P003","L1","nonemotional","nonemotional_44",1,302.229626679852
"P003","L1","nonemotional","nonemotional_45",1,312.985537484125
"P003","L1","nonemotional","nonemotional_46",1,312.816892400677
"P003","L1","nonemotional","nonemotional_47",1,281.380779269193
"P003","L1","nonemotional","nonemotional_48",1,254.647400296798
